Star Rating,Comment
5,Cho mình hỏi sao nhạc chuông Iphone 15 Pro mặc định không giống như những dòng khác nhỉ?
5,"Ổn, rất tốt."
4,"Mơi mua ở Thế Giới Di Động nửa tháng. Dùng thì ổn, nhưng sao sạc nóng máy quá"
5,"Máy dùng rất tốt, pin tốt, nhân viên nhiệt tình 10 điểm"
4,"Mới mua. Dùng rất ổn, nhưng tại sao dùng 1 lúc là điện thoại nóng quá. "
5,Cảm ơn cực tốt.
5,Màu Titan khá đẹp. Cảm giác cầm nắm thoải mái. Mọi tác vụ rất mượt. 
5,Dùng tạm được để một thời gian nữa xem sao.
5,Ổn và khá tốt với mình!
5,Nhân viên quá tuyệt vời máy thì cần trải nghiệm thêm.
5,"Máy sử dụng rất ổn, mượt mà, chạy nhanh, màn hình siêu nét, máy ảnh không có gì để chê. Nếu mọi người cần chụp gần thì nên mua 3 camera chứ đừng mua 2 camera của Iphone, không chụp gần được. "
5,"Trải nghiệm sau 1 tháng 15 Pro cảm thấy xứng đáng với đồng tiền bỏ ra. Mới đầu còn hơi xót pin do tụt nhanh quá, dùng đủ các tác vụ mạng xã hội, quay, chụp, Youtube, mình bật luôn chế độ màn hình mở liên tục thì pin được hơn 6 tiếng đó là dùng liên tục, còn nếu dùng lúc vừa đi học, đi làm thì yên tâm là đủ dùng cả ngày. Nhưng dần dần với cái sạc nhanh 20w thì ngồi tầm 1 tiếng hơn là đầy pin lại rồi, nên chẳng còn vấn đề gì nữa. Máy siêu mượt, màn hình đẹp, 120HZ, nhỏ gọn, mát, chỉ bị nóng khi quay chụp nhiều, nhưng công nhận 15 Pro quay băng hình thì phải gọi là siêu đẹp."
4,Cũng được.
5,"Máy dùng mượt, cầm vừa tay, màu Titan tự nhiên rất đẹp, phân vân 15 Pro Max với 15 Pro, nhưng khi cầm trên tay 15 Pro Max bị lớn quá."
5,"Dùng tốt, nhân viên tư vấn nhiệt tình"
5,"Các bạn nhân viên và quản lý tại cửa hàng thái độ cực tốt và khiến mình thấy hài lòng, 10 điểm cho các bạn nhân viên và quản lý cửa hàng Thế Giới Di Động. "
2,"Sử dụng mới 5 tháng chưa hết bảo hành bị tróc sơn, khung viền lấy tay lau phát trôi luôn lớp nước sơn. Yêu cầu sửa chữa không sửa mà kêu gửi hãng thay luôn khung...... bỏ tiền ra vì tin tưởng chất lượng sản phẩm. Làm tôi tin tưởng bấy lâu nay"
5,Dùng êm lướt sóng rất mượt
1,"Mình mua máy phải chờ 3 tiếng đồng hồ để cài đặt sang dữ liệu. 1 bạn nhân viên bán hàng giọng miền nam tên Yến Nhi gì đó quá chậm chạp kém linh hoạt, thái độ phục vụ ở mức rất kém. Bạn ấy không biết cài và mất hơn 1 tiếng loay hoay mới gọi người trợ giúp, quá kém, không cảm nhận được sự sốt ruột từ khách hàng, vẫn vừa cắm vào máy vừa cài vừa ngồi nói chuyện với 1 bạn nam nhân viên khác, không hề cảm nhận được sự sốt ruột từ khách hàng. Bạn ấy nói kỹ thuật hôm đó nghỉ nên bạn tự làm. Đến khi chờ quá lâu bạn kỹ thuật đang hỗ trợ từ xa nói mang máy tới cửa hàng Nguyễn Trãi để họ hỗ trợ tiếp. Chờ hơn 2 tiếng không xong, cuối cùng bảo khách hàng tự đi đến đó giữa trưa chiều nắng để được hỗ trợ tiếp. Cuối cùng khi mình về anh quản lý đã xin lỗi và cài giúp mình. Chốt lại: Mình đã có 1 trải nghiệm dịch vụ chưa bao giờ tệ hại và ôm cục tức vào người. Thiết nghĩ nhân viên Yến Nhi gì đó cần được đào tạo thái độ nghiệp vụ để bán hàng tốt hơn. Mang cục tức nguyên 1 tuần, chờ mãi không thấy nhân viên nào gọi chăm sóc khách hàng để mình có cơ hội giải toả bực tức hôm đó. "
5,Tốt lắm!
5,Dùng 9 tháng pin còn 98% . Như vậy có ổn ko hay là lỗi máy vậy ạ?
5,Tốt lắm.
5,Máy đẹp. Pin trâu....
3,Tất cả hoàn hảo nhưng chả thấy tặng kèm cái gì cả. 1 cái ốp lưng cũng không có.
5,Quá hài lòng với sản phẩm và thái độ phục vụ. 
3,"Sao lúc bật mạng 4G mà nó nhấp nháy mấy cái chỗ bật mạng vậy. Ngày xưa dùng hệ điều hành cũ bị lên bản cập nhập mới lúc đầu không bị, giờ cứ bật tắt mạng là nó cứ nhấp nháy à"
5,"Dịch vụ ổn, máy đẹp. "
5,Tuyệt vời.
4,Sản phẩm sử dụng ổn. 
1,"Sản phẩm kém, lỗi kéo dài."
5,Trên cả tuyệt vời mỗi tội vừa trả góp tất toán hợp đồng xong ra cửa rơi mất tiền.
5,"Ngon nhé, mỗi tội sạc nhanh vẫn nóng như các máy khác thôi. "
5,Nhân viên tư vấn và siêu thị làm tôi rất hài lòng.
3,Máy sạc pin bị nóng.
3,"Trên hệ thống thì cập nhật còn 6 tháng bảo hành mà khi nhận máy thì chỉ còn 3 tháng bảo hàng, nên cập nhật thông tin chính xác hơn, vì cần máy nên mới lấy chứ không là gửi lại rồi."
5,"Sản phẩm đẹp, chạy mượt, giá hợp lý."
5,Nhân viên tư vấn nhiệt tình. Sản phẩm chất lượng.
4,"Mua điện thoại ở Thế Giới Di Động quận 1, nhưng đợi bàn giao điện thoại hơi bị lâu hơn 1 tiếng mới xong. Cảm nhận về con 13 của mình là mượt lắm, Dùng thoải mái cả ngày mới hết pin."
5,Máy đẹp ổn mua cho mẹ khen.
5,Máy rất mới rất hài lòng.
4,Sản phẩm rất ổn. Nhưng pin để qua đêm không dùng không bật mạng lại mất 5-6% pin hơi bị ức chế.
5,Sản phẩm chất lượng.
5,Nhân viên tư vấn rất tốt.
5,Khá tốt.
2,"Mới mua máy 2-3 ngày nghe gọi rè tiếng kinh khủng rất khó chịu, mới mua bóc hộp được 2-3 ngày đi bảo hành. Mình chẳng trách gì mấy người nhân viên không tốt đâu chẳng qua đi làm thuê như nhau cả thôi, trách là mình quá dễ dãi chốt nhanh trả tiền ngay không đắn đo, tư vấn thì bảo rằng 1 đổi 1 trong 1 tháng nếu phát hiện lỗi nhà sản xuất hư gì đổi nấy, đem ra 1 lần check nhân viên nói chung chung có thể do mạng hay bên người gọi bên kia rồi mình cũng ậm ừ mang về. Ngày hôm sau thì mình tới cửa hàng 1 lần nữa thì đem đi bảo hành. Vậy là phải tháo máy ra sửa chữa sao, mình tưởng đổi máy khác luôn chứ. Đấy là do mình nghe không kỹ hay là nhân viên tư vấn được bề nổi thôi, thôi lần đầu đi mua Thế Giới Di Động cho có trải nghiệm như vậy cũng hơi thất vọng. "
5,Màu hồng siêu xinh. 
4,"Điện thoại tốt, chất lượng."
5,"Sản phẩm tốt. Nhân viên nhiệt tình, chu đáo."
5,Điện thoại mới 100% chưa xảy ra vấn đề gì nên tạm thời dùng tốt chưa có gì để nói thêm. 
5,"Tạm thời thấy khá tốt, mong Thế Giới Di Động luôn nâng tầm để khách hàng có những trải nghiệm tốt hơn nữa!"
5,Quá xịn và mượt mà. 
5,"Máy mượt, pin trâu, nhân viên nhiệt tình, sẽ tiếp tục ủng hộ!"
5,Hiện tại đang trải nghiệm sảm phẩm.
4,"Điện thoại tuy dùng tốt nhưng chỉ được tặng mỗi dây sạc, trong khi củ sạc nó lại khác với các dòng Iphone trước đây, tai nghe cũng không."
5,"Thật xứng đáng đồng tiền bỏ ra mua con này. Dùng quá tốt, với lại nhân viên nhiệt tình và thân thiện cho 10 sao luôn. "
5,"Thế Giới Di Động chi nhanh Hậu Giang phục vụ quá tốt và tận tình, cho 10 điểm luôn. "
5,"Phục vụ tốt, nhân viên ở cửa hàng Thế Giới Di Động lúc nào phục vụ cũng chuyên nghiệp. "
5,Từ lúc mua điện thoại tới giờ chưa thấy có vấn đề nào cả.
5,"Phải nói là máy quá tốt, pin trâu hơn dòng Iphone trước. Ai không thích máy to, nặng như bản Pro Max thì nên chọn mẫu này, thích nhất cách thiết kế Camera là điểm nhấn của máy. Nhân viên Thế Giới Di Động Phường 1, Tp Trà Vinh rất thân thiện. "
5,"Mình mua Iphone 13 màu xanh được mấy ngày, hiện tại muốn đổi màu đen!"
5,"Hài lòng, nhân viên nhiệt tình, máy tốt, nguyên tem không có gì để chê cả. Nhân viên cửa hàng 26 Phan Đăng Lưu, Bình Thạnh phục vụ rất tốt, nhanh chóng, rất nhiệt tình, hi vọng máy bền, dùng ổn."
3,"Có cách nào tốt hơn để khắc phục độ chai pin không ạ, mình sử dụng máy không nhiều và cũng sạc pin đúng cách vậy mà vẫn bị giảm dung lượng pin chỉ mới hơn tháng thôi ạ. "
5,"Sản phẩm của Thế Giới Di Động tôi rất hài lòng nha, mua máy từ 28/10 lúc máy vừa bán. Dùng đến nay đã gần 5 tháng mà máy vẫn 100% pin tất cả đều mượt ủng hộ cửa hàng. "
3,Iphone 13 mình mua hôm 20/2 đến 16/3 đã giảm pin còn 98% có phải có vấn đề không ạ?
5,"Mới mua lúc sáng nhân viên tư vấn tận tình,chu đáo."
5,"Quá ổn, đẹp, có camera chéo nổi bật."
5,Nhân viên phục vụ rất tốt.
4,Mình mua Iphone13 được hơn 1 tháng. Giờ đổi lấy tiền mặt thì được bao nhiêu ạ?
3,"Dùng đúng 1 tháng pin xuống còn 99, để qua đêm thì tụt 3% pin, mà máy không chơi, không tải điện tử gì cả"
4,Máy ổn nhưng có cái pin hơi mau hết xíu ạ.
5,Dùng đáng giá tiền luôn nhé mọi người. 
5,Mình dùng và trải nghiệm hiệu năng rất tốt. Có điều màn hình do Iphone bảo vệ mắt người dùng nên không xuất sắc như đời Iphonge 6S (hơi ngả vàng) dùng lâu cũng quen. Cần nắm thao tác tốt. 
5,Tốt nhé. 
5,"Nhân viên tư vấn nhiệt tình, vui vẻ, sản phẩm rất ưng ý."
4,Dùng thích. 
4,"Nói chung máy tốt pin. Dùng trong ngày tốt, có điều lâu lâu máy bị đơ phải tắt nguồn mới hết. "
4,"Mới dùng được hơn tháng. Mọi thứ đều ổn, còn về lâu dài thì sau này mới biết được. Tóm lại ổn với giá tiền bỏ ra."
5,"Mình thấy dùng ổn, các tính năng tốt, pin ổn, đáng mua, nhỏ gọn nữa, mình thấy dễ cầm lắm. Có điều mình cảm giác bàn phím không được nhạy."
3,Máy hay đơ.
5,Nhân viên chăm sóc tận tình quá.
5,"Âm thanh trong,hình ảnh mượt, pin mạnh xứng đáng tầm giá."
5,"Máy quốc dân thì thôi khỏi phải bàn, độ hoàn thiện chắc chắn hơn một hãng nào đó cùng tầm tiền."
4,Mới mua được 3 tháng mà tình trạng pin tụt còn 96%. Mặc dù không vừa sạc vừa dùng.
3,"Mua hồi 19/02/2022. Máy ảnh chụp thì đẹp đó, mà bắt mạng chậm hơn so máy khác, tải tài liệu lên Classroom hết 10 phút mà có tấm ảnh thôi. Còn Appstore thì tải ứng dụng cứ bị lỗi phải hủy tải lại. Máy trang mạng hơi nặng tí là vô là giật với đơ dù máy không có tải gì nhiều cả toàn là ứng dụng có sẵn thôi, cũng không có ứng dụng ngầm. Khó chịu thật sự."
3,"Máy mình mua bữa 7/12/2021. Dùng gọi video cho người khác không thấy hình, mà người ta gọi lại thì thấy hình. Lỗi thứ 2: quay video không xem được video mà gửi cho người khác thì xem được! Chờ phản hồi của cửa hàng ạ!"
4,"Máy ảnh chính chụp gần bị vỡ nét, quay video cũng vậy, còn lại thì cấu hình siêu mạnh, màn hình đẹp, pin trâu, đáng mua nếu mức giá giảm chút nữa, còn ai nhiều tiền thì chơi thôi. "
2,Mới mua chưa đầy 2 tháng mà đã vô ứng dụng giật. Đem bảo hành 1 lần vẫn bị. Giờ nhắn phải đem xuống tận hãng. Mua mắc tiền mà dùng không bền so với giá.
5,"Máy mới ngon, mà sao cứ bị mất sóng đột ngột làm mình không duy trì gọi được, ban đêm hơi hao pin những 8%"
3,"Mình mua máy đợt vừa rồi có cài cảm ứng chạm quả táo sau máy mà lúc được lúc không, quay màn hình gọi video thì mất tiếng đúng chán. Chơi Titok thì toàn có đề thiết bị không hỗ trợ hiệu ứng mà gần như hiệu ứng nào cũng báo thế quá chán."
3,"Mình mua điện thoại này ngày 23/1/2022. Mua về ít bữa ra nắng phát hiện thấy bụi camera trước, nghĩ do có sẵn lúc sản xuất nên nghĩ không bị thêm. Sau đó tiếp tục theo dõi vài ngày thì bị thêm nhiều hơn và cả camera sau cũng bị và cũng có tình trạng nhiều hơn theo ngày. Nay ngày 4/2/2022 (chưa được 15 ngày), lúc khoảng 18 giờ 30 phút, ghé qua siêu thị phườngThốt Nốt, quận Thốt Nốt, Cần Thơ báo tình trạng máy. Thì quản lý nói nữa gửi đi vệ sinh máy. Trong khi đó mình mới mua chưa được 1 tháng giờ phải gửi đi tháo máy ra. Mới mua đây mà bị bụi theo ngày nhiều hơn vậy giờ phải gửi đi vệ sinh phải bung máy ra, vậy như máy không còn zin nữa rồi. Phải chi lâu thì không nói. Mới mua đây mà phải vậy. Thấy tiếc tiền và phải suy nghĩ lại chính sách bảo hành và chất lượng của Thế Giới Di Động (chưa nói đến giá tiền) đáng để người dùng tin tưởng và mua hàng tiếp không? Nhờ anh chị xem xét lại."
5,"Mình đợi và mua được đúng con máy màu hồng xinh lắm, máy mượt, pin trâu, nếu ai không quan trọng màn hình 60Hz và 120Hz với 2 so với 3 camera thì nên mua nhé."
4,"Dịch vụ tốt, nhân viên bán hàng nhiệt tình, vui vẻ, thân thiện."
5,Mua hàng hệ thống này bảo hành an tâm khỏi phải lo nghĩ khi trong thời gian còn bảo hành.
5,"Tốt quá tuyệt vời, rất xịn, mượt xem phim không bị đơ, lướt Facebook nhanh."
4,Pin trâu nhưng chơi có lúc máy nóng muốn nổ. Mà không biết do máy hay do mình cập nhật lên IOS 15.2. Nhưng khuyên mọi người không nên cập nhật IOS 15.2 máy hay đơ với nóng.
5,"Sạc nhanh rất tiện. Pin khỏe dùng cả ngày liên tục mới hết pin. Thiết kế gọn nhẹ trong lòng bàn tay, màu hồng rất xinh. "
2,"Mua từ đợt đặt hàng đầu tiên, bị lỗi sập nguồn và không nhận tai nghe xong Thế Giới Di Động đổi cho cái khác và cái thứ 2 bị bụi trong Camera lấy cái nữa phải chờ nên thôi chấp nhận mất 10% để được hoàn tiền. Nói chung dịch vụ đổi trả nhanh gọn khá tốt nhưng không hiểu sao cài điều khoản mất 10% vào nữa bóc 2 lần lỗi rồi thì ai còn muốn sử dụng sản phẩm đó nữa, chăm sóc khách hàng tốt, chính sách hút máu, gia công Iphone càng ngày càng tệ. "
4,"Tất cả điều ổn, chỉ duy nhất dùng 2 sim gọi Messeger thì bị giật. Không gọi được Zalo thì dùng bình thường, tắt 1 sim để 1 sim thì lại gọi Mesesge bình thường. Ai dùng 13 thử xem có bị giống mình ko?"
5,Dùng được. 
5,"Với mức giá như vậy điện thoại như vậy là tốt rồi, tôi cho 5 sao, tuy dùng lâu có lúc bị đơ. "
2,"Máy dùng được mới 3 tháng, chu kì sạc chỉ 38 lần đã tuột 2% thấy chất lượng tệ nhỉ."
5,Hôm qua mình mới mua máy. Cho mình hỏi sao không kết nối được Imess và Facetime với số điện thoại được vậy ạ. Em thử các cách hướng dẫn trên mạng rồi. Không biết như vậy có đổi 11 được không nhỉ?
5,"Sản phẩm tốt, máy dùng mượt, pin trâu. % Pin 1 tháng đầu hơi hao 3% tới nay vẫn chưa tụt, cụm viền camera dễ xước không đụng chạm, va đập, rơi gì hết vẫn xước ít. Đánh giá máy tốt nên dùng máy nhẹ. Dùng ốp được, nhiều màu camera đẹp rẻ hơn 14Promax. Đã mua được 5 tháng."
5,"Máy mượt, dùng rất tốt và giá hợp lý."
5,"Nhân viên nhiệt tình, máy dùng êm 10 điểm. "
4,"Dùng được 2 ngày thì lỗi không nhận sạc, phải khởi động lại máy mới nhận sạc, vậy là do lỗi phần mềm đúng không ạ?"
5,Mới mua hôm qua máy mượt pin trâu. 
5,"Tuyệt vời, mọi người nên trải nghiệm. "
5,Rất hài lòng.
5,Rất đẹp dùng rất tốt.
5,Mua theo lý trí và rất hài lòng.
5,Tốt dùng mượt.
5,"Máy dùng mượt, tốt. "
4,Cho mình hỏi dòng Iphone 15 Plus sao trên khe sim lại không in số máy nhỉ?
5,"Cái gì cũng ổn, từ sản phẩm tới nhân viên hỗ trợ. Chỉ có điều thời gian chuyển đổi dữ liệu từ máy cũ sang mới lâu quá nên ngồi đó chán. Góp ý nên có nước cho khách hàng uống nếu như quá trình mua hàng lâu nhé Thế Giới Di Động ơi."
1,"Mình đặt mua IP15+ qua trước đến cửa hàng nhận máy thì đợi hồi lâu mới có máy. Cửa hàng thì không có ốp lưng, cường lực. Có miếng dán chống chày thì bạn nhân viên dán bị bọt khí, phản hồi cho bạn ấy thì bạn nói anh về sạc nóng máy là tự hết. Mua điện thoại xong thì bạn nhân viên đưa cái túi bự chà bá lửa do hết túi mong anh thông cảm. Một trải nghiệm mua hàng cực kì tệ."
5,"Dùng hơn hai tháng máy ổn định,chụp ảnh ổn áp, pin cực trâu, cầm nhẹ tay, màu xinh"
2,Giá cao hơn những cửa hàng khác. Khuyến mãi không hữu ích
2,"Bị lỗi sạc điện thoại không vào pin khi mới mua có 10 ngày, mong Thế giới Di Động liên hệ sớm"
5,"Dùng pin 1 ngày khỏi suy nghĩ, Thế giới Di Động phục vụ tốt"
2,"Điện thoại mình mới mua hôm 27/10 đến hnay là 2/11 mới dùng được mấy hôm mà điện thoại tụt pin nhiều quá có 7 tiếng đồng hồ. Mình tắt hết mạng, 4g và các tác vụ ứng dụng chạy ngầm và không dùng điện thoại trong thời gian đó nhưng vẫn bị tụt mất 6% pin ra cửa hàng thì các kêu bình thường và không hỗ trợ máy mới."
5,Rất tốt. Nhẹ. Rất mượt
5,"Máy ổn định, pin trâu, màn hình đẹp."
4,"Điện thoại chụp ảnh đẹp, cấu hình dễ dùng."
5,"Tôi thích ở dòng này pin không bị ảo như oppo hay các dòng khác, pin 3000 mấy ngang các con oppo 5000. Pin không tuộc ảo."
2,Mua về lúc khui không thấy bụi trong cam sau. Dùng 1 tháng sau thấy. Mà phải gửi hãng 15 ngày bực gì đâu
3,"Mình mua ip15 ở Thế giới Di Động tầm hồi tháng 2. Về dùng thì bị lỗi không tự động kết nối mạng khi màn hình tắt điện thoại vẫn mở nguồn bình thường, phải mở sáng màn hình lên hoặc mở khóa điện thoại rồi chờ một chút thì mới kết nối mạng được. Cho mình hỏi có cách nào khắc phục không"
3,"Mình có mua ip15 ở Thế giới Di Động, về dùng thị bị lỗi bàn phím bấm rất chậm và không được mượt thì có được đổi trả hay hỗ trợ phần mềm không ạ. Hiện hệ điều hành đang ios17.4.1, mình mua vào ngày 25/4/2024."
4,"Điện thoại nhỏ gọn, tiện lợi"
5,Tốt lắm nhé
5,Sản phẩm rất tuyệt vời
5,Máy dùng rất tốt
1,"mua ngày 2/3/2024 tới ngày 17/3/2023 phải gửi đi bảo hành vì có vẻ máy ảnh bị lỗi. Quá tệ sản phẩm hai mươi mấy triệu chứ không phải hai triệu, bảo kiểm tra 15 ngày, bỏ ra tiền mua điện thoại dùng được 2 tuần xong không có điện thoại dùng, Thế Giới Di Động nếu cho mượn điện thoại thì cọc tiền điện thoại cho mượn trị giá 10 triệu"
5,"Nhân viên tận tình, sản phẩm tốt"
5,"Mới dùng được 2 tuần. Rất mượt, pin dùng được cả ngày, kích thước ổn không quá to cồng kềnh, gọn nhẹ dễ bỏ túi. Màn hình độ sáng tốt ngoài trời dễ nhìn không bị tối. Chụp hình chân thật và nét. Chụp đêm khá tốt."
5,"Điện thoại rất đẹp, nhân viên tư vấn kỹ"
4,"Điện thoạt dùng mượt, pin khỏe"
4,Tuyệt vời
3,"Với giá tiền này, mình thấy máy tạm ổn"
5,Máy nhìn ở ngoài xinh hơn ạ. Nhân viên tư vấn nhiệt tình
2,Lâu lâu cắm sạc lại bị đen màn hình.
4,"Với mức giá đó, máy vượt tầm mong đợi của mình"
5,"Pin trâu, mượt, cmays ảnh nét, ngoại hình đẹp. Rất xứng với tầm giá"
5,Máy đẹp dùng rất thích
5,"Máy màu xịn xinh dã man. 5 sao cho bạn giao hàng nha. Vui vẽ nhiệt tình , giao hàng xa nhưng mà rất nhanh"
3,"Điện thoại được mỗi cái pin và sạc nhanh, ngoài ra mình đánh giá thấp điện thoại này. Mình mua hôm 18.4.2024. Máy ảnh chụp ảnh xấu và hay bị bụi bẩn bám dính. Nhạc chuông mặc định không hay, nhỏ nên khi có chuông gọi đến ở nơi ồn một chút là chẳng nghe thấy. Hình ảnh độ phân giải kém. Chỉ muốn trả lại máy mà tiếc tiền. Với mức giá này nếu mua lại mình sẽ mua samsung."
5,"Máy đẹp nha , pin trâu có sạc nhanh nữa"
5,"Dự định ban đầu của mình là mua Vivo Y36, mà vào đến Thế GiớiDi Động thì nhân viên bảo là đã hết con Y36 rồi. Họ giới thiệu cho mình con Y100 này. Công nhận so sánh giữa 2 điện thoại với nhau, nhìn con Y100 này chất lượng hẳn luôn. Camera nhìn như IPhone ấy. Còn dung lượng thì cứ gọi là vô tư .Loa điện thoại thì to nhất là 300%. Lúc chạy xe về, mình ngồi phía sau, đã thử rồi nha, nghe như đem hẳn cái loa mini theo vậy. Đồ họa điện tử thì mướt mườn mượt luôn. "
4,"Dùng được tháng rồi, tôi làm bảo vệ, đâu dùng điện thoại nhiều mà pin vẫn tuyệt vời "
1,"Mua máy đc mấy ngày, thấy pin xuống nhanh, tác vụ rất ít và có dự thưởng nhưng nhân viên ko nhắc đến"
2,"Máy mới mua mà bị giật, nhanh hết pin, có khi bị đen màn hình bật không lên"
3,Mua về lắp sim nhận sim mà không có sóng
4,"Mọi thứ khá tốt chỉ riêng màn hình khoá nó lại quá sáng hơn màn hình chính, với lại dùng chế độ tối thì lại tối mờ nhìn khá đau mắt, rất mong chỉ cách khắc phục"
3,Máy dùng bị nóng
3,"Mạng yếu, bin hao mau."
2,"Lúc mình mua là 22 triệu 990 nghìn, giảm 1 triệu còn 21 triệu 990 nghìn, sau 3 tuần giảm còn 17 triệu 340 nghìn. Do mình hơi đen thôi. Nhưng dùng được 1 tháng 10 ngày rồi thấy cực tệ sạc rất nóng máy, pin nhanh hao, sóng kém, mạng 4G và mạng bắt kém, zalo và mess hay bị lag, nhiều khi đang dùng mà máy bị dừng đột ngột quay trở về màn hình chính. Camera xấu không đẹp như quảng cáo."
5,"Trải nghiệm tác vụ thường ngày tốt, tính năng AI cực kỳ hữu ích."
1,"Mới Dùng chưa được 2 tuần, camera bị lỗi, không chụp ảnh được."
5,Cảm thấy rất ưng ý.
1,"Chơi điện tử Liên Quân cấu hình thấp, rất lag. Chip Exynos 2400 chơi điện tử coi như bỏ. Bản update cũng không khắc phục được."
4,"Đáng mua, mình không chuyên điện tử, còn lại thì pin, màn hình các thứ đều ok. Năm nay kiểu dáng quá thích chỉ muốn cầm máy trơn không dùng ốp lưng luôn."
4,Mới mua thấy tạm ổn trong tầm giá.
5,Ủa điện thoại Dùng ngon mà đâu có quá tệ như những bình luận này đâu ta.
4,Camera ổn áp. Sạc 1 tiếng 15 phút đầy pin. Ít Dùng thì 2 hôm sạc 1 lần. Cày phim thì Dùng tầm 10 tiếng sạc 1 lần. Không có chơi điện tử nên không biết có lag hay không. Các ứng dụng thì sử dụng bình thường. Đã sử dụng hơn 3 tháng.
2,"Chán cái điện thoại pin thì tuột nhanh còn chơi điện tử được chút thì nóng, cảm nhận chơi điện tử thua cả con samsung a34. Lần sau tui không có vụ mua hãng Oppo nữa chán lắm rồi."
3,Mới dùng nhưng mà màn hình tự nhiên bị tối om.
3,Loa tự nhỏ lại phải tắt nguồn mở lại mới lớn lại bình thường.
1,"Điện thoại mở 4G xíu là nóng kinh khủng, pin 5000 mà sử dụng tuột nhanh kinh khủng, 5000 chắc tầm 1 tiếng là cạn kiệt. Hối hận vì mua Oppo."
3,"dùng được hơn 5 tháng, nghe nhạc máy nóng ran, chụp ảnh thì tối mặc dù đã chỉnh, nói chung với tầm tiền này còn thua đầy con."
2,Loa tự nhiên lúc nhỏ lúc lớn mà đã đổi điện thoại khác lại một lần rồi mà vẫn như vậy. Tốn kém thời gian... Lần đầu tiên thử đổi qua dòng điện thoại này Dùng cảm rất tệ.
1,"Pin tuột nhanh, chơi 1 tý máy nóng và lag."
3,Mới mua được tuần mà nghe đánh giá sao hoang mang dữ ta. Theo tôi thấy thì pin nhanh tuột nếu chơi điện tử thật. Cần cài đặt lại.
2,"Trời. Mới mua trả góp tức thì mà đọc phản hồi toàn chê, tôi thấy hoang mang rồi."
1,Loa tự dưng nhỏ đi. Nói chung với mức giá này thì tệ
4,"Lúc mới lấy về sạc rất nhanh, Dùng đc 4 tháng giờ 67w chậm như 33w vậy, sao kì vậy?"
2,Sử dụng Oppo đã lâu nhưng lần này thất vọng lắm rồi.
3,"Pin tệ rất nhanh hết , loa thì Dùng 1 thời gian sẽ nhỏ lại nghe không rõ, màn hình đôi lúc bị đơ Dùng không được mong bên hãng xem lại."
3,"Trải nghiệm thấy sản phẩm cũng tạm ổn, lỗi loa đang xem video hoặc nghe nhạc ở mức âm lượng vừa phải mà vuốt qua video khác hoặc bài nhác khác thì tự dưng âm thanh bị nhỏ xuống mặc dù mức âm lượng vẫn vậy, bấm âm lượng to lên thì vẫn nhỏ xíu, pin tụt hơi nhanh. Bị lỗi xem ảnh qua message, facebook, mặc dù máy mới mua nhưng vào phần gọi điện vẫn bị trễ cuộc gọi, thao tác bị khựng, chậm. Giá hơn 10tr thì không xứng đáng với trải nghiệm người dùng."
3,Mới mua hôm qua sao màn hình tối hơn con Oppo cũ dù để cùng độ sáng.
2,"Mình mua chưa được 10 ngày, dùng cảm thấy pin tụt nhanh nếu chơi điện tử, và vô mạng rất chậm. Mình muốn thu hồi lại máy dc không ạ?"
3,"Mới dùng được hơn 1 tháng cảm nhận máy nhanh tụt pin. Máy bật full sáng bấm tầm 10 đến 15 phút là máy nóng như cục than luôn. Bật full sáng chụp ảnh thì camera tự động tối thui không thấy đường bấm luôn. Lâu lâu đang nhắn thì bị đứng máy phải thoát ra vào lại mới nhắn tiếp được. Màu ảnh ra đẹp nhưng đang chụp ảnh thì bị tối màn hình đột ngột không biết chỉnh ở chỗ nào, mọi người biết chỉ mình với. Sạc siu nhanh, loa nghe nhạc lớn, lên mạng ổn."
5,"Mới mua thôi mà đã thấy máy ổn. cầm chắc, dịch vụ chăm sóc khách hàng cũng tốt"
3,"Máy nhanh hết pin, dù không sử dụng nhưng vẫn tụt, sử dụng được 7 tiếng đổ lại."
3,Mua về muốn thanh lý luôn chứ
2,Mua điện thoại Dùng đến nay được 4 tháng. Cảm nhận pin nhanh hết và loa nhỏ xíu. Nhờ hỗ trợ được không ạ?
5,"Quá đẳng cấp, với tầm giá này được cái máy trâu và khỏe như này là xịn rồi, không dám đòi hỏi gì thêm"
1,Pin tuột rất nhanh kể cả khi không dùng. Quá thất vọng khi bỏ ra hơn 10 triệu mua con này.
1,"Tin dùng vì đánh giá sản phẩm là pin trâu, mà dùng tụt nhanh kinh khủng. Mới dùng một lúc đã nóng máy, không bật mạng hay 4G, bật luôn chế độ tối,bật tiết kiệm pin, bật cả chế độ máy bay mà 2 giờ tuột mất 60 mấy %."
2,"Pin tụt rất nhanh, tin nhắn về rất chậm, mới Dùng được 1 tuần cảm thấy thất vọng thật sự."
2,"Thôi nha mấy bạn, thấy đẹp đẹp lụm con dùng thử, mua làm máy chính thay con xiaomi, ai dè mua về làm ngược lại."
1,Trải nghiệm về pin rất tệ. Đánh giá không cao về chất lượng pin.
1,Máy không chơi điện tử mà Dùng một lúc thôi mà máy nóng bỏng tay.
1,"Pin rất tệ, sạc đầy 100% để qua đêm chỉ còn hơn 60%. Cửa hàng đã hỗ trợ đổi máy mới nhưng máy mới vẫn bị như vậy."
